,sigma_Cl,sigma_H,sigma_N,sigma_O,epsilon_Cl,epsilon_H,epsilon_N,epsilon_O,temperature,uc_mean_distance,uc_mean_distance_Cl,uc_mean_distance_O,uc_mean_distance_N,uc_mean_distance_H,lattice_ape,job_id,abs(HB3-HB4),log(abs(HB3-HB4)),abs(HA3-HA4),log(abs(HA3-HA4))
0,3.5072971679773306,1.663605801712223,3.08738841798331,3.3740661661149716,0.5332702427144917,0.0032429318845879403,0.1004238586288538,0.16721122439284208,298,0.12789556146889436,0.12696801446724296,0.18351789111959338,0.12882310847054576,1.0634254783281452,1.327445787985782,82e8d1cf752c28f8fe23988b6d37a9ef,,,,
1,3.5072971679773306,1.663605801712223,3.08738841798331,3.3740661661149716,0.5332702427144917,0.0032429318845879403,0.1004238586288538,0.16721122439284208,78,0.09629042040582289,0.09329966282294927,0.1275606579712326,0.0992811779886965,0.2278908092342647,1.072538613320917,b743123498eb5d2ff6c4e2e1b18c771c,,,,
2,3.5072971679773306,1.663605801712223,3.08738841798331,3.3740661661149716,0.5332702427144917,0.0032429318845879403,0.1004238586288538,0.16721122439284208,10,0.14898341519390312,0.08905760305435703,0.11254539228205976,0.08115838218956652,0.2173591493917172,0.9618614523156648,daa9848144a531fdc15b1856301f08cf,0.0006509699221401988,-7.337047119372693,0.03713531655600377,-3.293186833432318
3,3.5080141027886285,1.5222060372902133,3.2801709792703866,3.2185094560722427,0.4159511542758648,0.013853824609716202,0.1087278321966436,0.2569140693006973,298,0.11010627125753548,0.11113805990555431,0.15931229353586018,0.10907448260951666,1.0587269843044331,1.085041800245246,3354013e85b988cce35efb06a518f0a3,,,,
4,3.5080141027886285,1.5222060372902133,3.2801709792703866,3.2185094560722427,0.4159511542758648,0.013853824609716202,0.1087278321966436,0.2569140693006973,78,0.0901832497364924,0.08649031779327296,0.10511462206839849,0.09387618167971185,0.22708406313401658,1.0666674875984103,8b13864c585b30784d5a8be006d0fc0b,,,,
5,3.5080141027886285,1.5222060372902133,3.2801709792703866,3.2185094560722427,0.4159511542758648,0.013853824609716202,0.1087278321966436,0.2569140693006973,10,0.13763591623613453,0.07592145256269608,0.0890317916710366,0.07838940187656866,0.2164802853094835,0.9593140201491904,c17df5f29200b2059b173cf38191a2f3,0.00013796373612029456,-8.888519689077237,0.013749742047991731,-4.2867352151915865
6,3.5154438493025304,1.4316275937797376,3.1363176052322075,3.2944675986126475,0.5039171815879165,0.016853319796718703,0.13694047463588196,0.23776313120424797,298,0.1179431754694462,0.11470532365756281,0.16766030612945096,0.1211810272813296,1.0527795237887307,1.2750515056739788,c2fae1699f052e27c07123ad38bc5b02,,,,
7,3.5154438493025304,1.4316275937797376,3.1363176052322075,3.2944675986126475,0.5039171815879165,0.016853319796718703,0.13694047463588196,0.23776313120424797,78,0.10655614792533584,0.1043302225141779,0.1269099158945659,0.10878207333649378,0.2359815241257046,1.2932455224279251,e6b5b217160c02322c30b257e4bcbf49,,,,
8,3.5154438493025304,1.4316275937797376,3.1363176052322075,3.2944675986126475,0.5039171815879165,0.016853319796718703,0.13694047463588196,0.23776313120424797,10,0.1494054765664779,0.08753283045449217,0.10691720422259238,0.08582649274218249,0.22325665639443373,1.1447166640491975,0bd97d35e164d88bd44ff1666af78760,0.00039403675103000246,-7.839066376290449,0.06510710736199599,-2.73172155965936
9,3.5234260596439677,1.5370019073849155,3.010227300276674,3.3095753374442474,0.3469469087155518,0.0067502070968964,0.17612287669496557,0.24900997649527618,298,0.11786342541089537,0.11312301091913679,0.1671594945301877,0.12260383990265394,1.057578791022865,1.254373498128022,39724113576844488e4755c79ab929cc,,,,
10,3.5234260596439677,1.5370019073849155,3.010227300276674,3.3095753374442474,0.3469469087155518,0.0067502070968964,0.17612287669496557,0.24900997649527618,78,0.09462262102161614,0.09145411687151261,0.12121988707641568,0.09779112517171966,0.2281635806635439,1.0720010792340071,c368159e44c98b69a231ad82ebb300db,,,,
11,3.5234260596439677,1.5370019073849155,3.010227300276674,3.3095753374442474,0.3469469087155518,0.0067502070968964,0.17612287669496557,0.24900997649527618,10,0.1458911071343297,0.0844245188402989,0.1058988284137402,0.07996235831477061,0.21773222013331675,0.9747850588133681,b545042d8a9cf829e691fce9ceeef458,6.176954070014062e-06,-11.994685276924253,0.05535407216800081,-2.894005051296128
12,3.5235023063684685,1.4099711070320118,2.9531003142475174,3.428507264622367,0.6369770379887767,0.01454801569689412,0.13881118752521482,0.25572731141184596,298,0.14145037933151866,0.1430309005623151,0.18441162065504635,0.13986985810072225,1.0580378766204839,1.7051478646835723,ee3b4212aa2ac72bbfd031d05a7710dc,,,,
13,3.5235023063684685,1.4099711070320118,2.9531003142475174,3.428507264622367,0.6369770379887767,0.01454801569689412,0.13881118752521482,0.25572731141184596,78,0.12269885124015667,0.12718111412557584,0.1543950699984642,0.11821658835473751,0.23956417418419346,1.525689157461016,0d149d83e488533912d6a9be267ea1d0,,,,
