,sigma_Cl,sigma_H,sigma_N,sigma_O,epsilon_Cl,epsilon_H,epsilon_N,epsilon_O,temperature,uc_mean_distance,uc_mean_distance_Cl,uc_mean_distance_O,uc_mean_distance_N,uc_mean_distance_H,lattice_a_PE,lattice_b_PE,lattice_c_PE,lattice_ape,job_id,abs(HB3-HB4),log(abs(HB3-HB4)),abs(HA3-HA4),log(abs(HA3-HA4))
0,3.5009893663226497,1.9169439036555638,2.5329026522729934,3.38408553652141,0.27032591732428934,0.00406836894732572,0.05467319684017538,0.057161341230828916,298,0.32500525135190145,0.30964969744153537,0.3847435708776016,0.34036080526226753,1.0856523523827997,-5.564755470091016,-1.1996704158420985,-3.5046010005543753,3.4230089621624966,2af92e06c962b777845f4373f2a78d6e,,,,
1,3.5009893663226497,1.9169439036555638,2.5329026522729934,3.38408553652141,0.27032591732428934,0.00406836894732572,0.05467319684017538,0.057161341230828916,78,0.36061471555567504,0.32862479932731414,0.3814327924082095,0.39260463178403593,0.6358766856497847,-5.377090430209883,-3.814919619012896,-4.104837786017096,4.432282611746625,6788995b4ee4c9918298e69e4a9aa696,,,,
2,3.5009893663226497,1.9169439036555638,2.5329026522729934,3.38408553652141,0.27032591732428934,0.00406836894732572,0.05467319684017538,0.057161341230828916,10,0.6727741696534892,0.30550812293990814,0.36362549559520346,0.3850273083729396,1.1456760707103077,-4.762756588707895,-5.004839744813495,-3.2844938362521234,4.350696723257838,69bdc167db5a8909a1593220ebf089a4,0.0009215028362699051,-6.989504702975351,0.53442492637501,-0.6265640141816708
3,3.50404494185976,1.9999728743894494,2.722151163740033,2.517704617241521,0.6760357418920818,0.000285724078026094,0.06054175625460244,0.20108366840023906,298,1.0180314038039935,1.0063832545863716,1.213555580428431,1.0296795530216154,1.389162905792137,-14.595848791184112,-14.188655791424642,-13.188883260191572,13.991129280933443,227eff255fee3dd26fb45e0dcc4a1cc3,,,,
4,3.50404494185976,1.9999728743894494,2.722151163740033,2.517704617241521,0.6760357418920818,0.000285724078026094,0.06054175625460244,0.20108366840023906,78,1.0023541457026957,0.9841070259544107,1.1161032836146305,1.0206012654509808,1.1207893023481383,-13.457617782018069,-16.10738871874603,-13.258256150293294,14.274420883685798,54c9a16d251360de82ebf853aa8cb437,,,,
5,3.50404494185976,1.9999728743894494,2.722151163740033,2.517704617241521,0.6760357418920818,0.000285724078026094,0.06054175625460244,0.20108366840023906,10,1.0293670594930417,0.9562323639347003,0.9967518406654989,0.9973268993774487,1.0882759922390688,-12.83351153375586,-17.06989006062899,-12.407450935980151,14.103617510121666,a192c18bcc99cdab6d40dbeb575ee298,0.001655011854030164,-6.403947107622772,0.02160118337801009,-3.835007179773731
6,3.5101363414154414,1.9479673012563155,3.4698086963677617,2.8025393692407645,0.23378250116619223,0.00369006284132766,0.1803441240185232,0.22415256418962295,298,0.13695527052257978,0.13162957324925315,0.2410994008164717,0.14228096779590643,1.057033048932099,-1.7784789244870343,-0.9879741868279369,-1.5657130380159765,1.4440553831103158,810f4a3e0feeb80475a9d510211771ab,,,,
7,3.5101363414154414,1.9479673012563155,3.4698086963677617,2.8025393692407645,0.23378250116619223,0.00369006284132766,0.1803441240185232,0.22415256418962295,78,0.2207878668851729,0.2018700832325614,0.24907411710464272,0.23970565053778442,0.6433277414100285,-0.13881713060690087,-5.837242651228977,-1.5017682034683308,2.492609328434736,310c942b899f7bba0b0ea27e68daf75b,,,,
8,3.5101363414154414,1.9479673012563155,3.4698086963677617,2.8025393692407645,0.23378250116619223,0.00369006284132766,0.1803441240185232,0.22415256418962295,10,0.4065397006527546,0.2432424792152008,0.2735837984419622,0.2874405925126061,0.6100946852579724,0.7379031531959643,-7.183102008701362,-0.4192816116403651,2.7800955911792307,1b25ed430bb4ef811696358b3f6e9185,0.01629396136253991,-4.116960708365683,2.4333312810269945,0.8892612160723161
9,3.5140104323713004,0.8712898664188925,3.200150980296167,2.6466694673368796,0.7640158964930764,0.01891524347289698,0.12645700261063905,0.27865203837712593,298,1.0507093466047943,1.0818992685784234,1.0689990239686944,1.0195194246311652,1.050204478604908,-19.924809278331832,4.322560349264074,-8.988038414158213,11.078469347251373,10ef26166147a68ba51ee4ff9df1de53,,,,
10,3.5140104323713004,0.8712898664188925,3.200150980296167,2.6466694673368796,0.7640158964930764,0.01891524347289698,0.12645700261063905,0.27865203837712593,78,1.0190071700941465,1.0520181490365967,1.0386829545455474,0.9859961911516963,1.014496861833244,-19.60859930899295,3.899286512489261,-8.768777775233774,10.758887865571994,4653f5377be51e13b5b279b340856dad,,,,
11,3.5140104323713004,0.8712898664188925,3.200150980296167,2.6466694673368796,0.7640158964930764,0.01891524347289698,0.12645700261063905,0.27865203837712593,10,0.9839346371353294,1.0094473429347302,0.9984237559377236,0.9439207195092466,0.9730708212896059,-19.236062651932794,3.2027604458476264,-7.790596698715218,10.076473265498546,aea4b08e69fbcdd1b7f2e84647259438,0.00020339504791988539,-8.5003604211561,0.011204374874012046,-4.4914509631997035
12,3.5185727284639796,0.9294891402119855,2.870590979937932,2.764424371160741,0.7931821493818656,0.006785382509883701,0.08202939993292319,0.03444709090322106,298,1.2120813096509298,1.3385193605149657,1.425938750171488,1.085643258786894,1.1562993248152744,-18.201212707957605,3.7160404276670254,-15.283986978706242,12.400413371443623,45b0baf52ccf0f205c31a07ee4b72ebe,,,,
