,sigma_Cl,sigma_H,sigma_N,sigma_O,epsilon_Cl,epsilon_H,epsilon_N,epsilon_O,temperature,a,b,c
0,3.5032098490572747,1.7143571424947237,3.2702614434461905,3.4120600012360756,0.5338928946509227,0.01216298285173142,0.03010703492910017,0.13117146253894238,298,9.18945113468266,5.923712104891999,7.507004575569358
1,3.5032098490572747,1.7143571424947237,3.2702614434461905,3.4120600012360756,0.5338928946509227,0.01216298285173142,0.03010703492910017,0.13117146253894238,78,9.03241795219057,5.780737566772169,7.433243421360749
2,3.5032098490572747,1.7143571424947237,3.2702614434461905,3.4120600012360756,0.5338928946509227,0.01216298285173142,0.03010703492910017,0.13117146253894238,10,9.010827790604697,5.7567744015214615,7.422062520525452
3,3.5040879236015208,1.7911676122355302,2.509555591655922,3.5378255397778684,0.36215305987779933,0.0070284677349085,0.14030504613079633,0.141888533735253,298,9.162042185490586,5.964717138375257,7.518735249446705
4,3.5040879236015208,1.7911676122355302,2.509555591655922,3.5378255397778684,0.36215305987779933,0.0070284677349085,0.14030504613079633,0.141888533735253,78,8.956421997001499,5.8649713764229,7.454154885200258
5,3.5040879236015208,1.7911676122355302,2.509555591655922,3.5378255397778684,0.36215305987779933,0.0070284677349085,0.14030504613079633,0.141888533735253,10,8.924343959770114,5.8434662255538905,7.440201689298209
6,3.5045815939387186,1.9742942325234019,3.1075277336442264,3.3200661992438723,0.16260141384969395,0.018584628129776203,0.04770195490620229,0.10446146777539575,298,9.24209842053973,5.900268813704259,7.517843176411795
7,3.5045815939387186,1.9742942325234019,3.1075277336442264,3.3200661992438723,0.16260141384969395,0.018584628129776203,0.04770195490620229,0.10446146777539575,78,9.040987904880891,5.832051172136154,7.383508487756122
8,3.5045815939387186,1.9742942325234019,3.1075277336442264,3.3200661992438723,0.16260141384969395,0.018584628129776203,0.04770195490620229,0.10446146777539575,10,9.013876128352491,5.80720541590316,7.356163437566932
9,3.5050882353784076,1.8494303094825213,2.9284705562630156,3.272799952753491,0.7452050157623217,0.017125861263304218,0.10207707347243945,0.2549576792111967,298,9.128880535149092,5.826007375756565,7.45055652966374
10,3.5050882353784076,1.8494303094825213,2.9284705562630156,3.272799952753491,0.7452050157623217,0.017125861263304218,0.10207707347243945,0.2549576792111967,78,8.988705367149759,5.785852336331835,7.350458580852431
11,3.5050882353784076,1.8494303094825213,2.9284705562630156,3.272799952753491,0.7452050157623217,0.017125861263304218,0.10207707347243945,0.2549576792111967,10,8.964661295935365,5.768975108223665,7.3276400038552145
12,3.5061712736690964,1.9366650858951833,2.6749435252936826,3.5799615341775013,0.4456862363995405,0.01132036816232648,0.16645397197210368,0.07300424460833374,298,9.298388989838415,5.942052462046754,7.5589477424859
13,3.5061712736690964,1.9366650858951833,2.6749435252936826,3.5799615341775013,0.4456862363995405,0.01132036816232648,0.16645397197210368,0.07300424460833374,78,9.084724794935866,5.87426516847132,7.444665404940387
14,3.5061712736690964,1.9366650858951833,2.6749435252936826,3.5799615341775013,0.4456862363995405,0.01132036816232648,0.16645397197210368,0.07300424460833374,10,9.050334266949859,5.8529352874673775,7.420090272363818
15,3.507162600497902,1.8558084210410888,3.0448108538640937,3.3115482366276336,0.6378085298117281,0.011117966268262757,0.052335995711552376,0.24608650528350853,298,9.156297531984007,5.871328195180189,7.487962457342757
16,3.507162600497902,1.8558084210410888,3.0448108538640937,3.3115482366276336,0.6378085298117281,0.011117966268262757,0.052335995711552376,0.24608650528350853,78,9.010598769032152,5.80840362307735,7.398680621046619
17,3.507162600497902,1.8558084210410888,3.0448108538640937,3.3115482366276336,0.6378085298117281,0.011117966268262757,0.052335995711552376,0.24608650528350853,10,8.983729357987674,5.789345676828252,7.377561692011136
18,3.5083256901181947,1.5639366038197924,3.0439924280865283,3.3923138326157587,0.5825292393839863,0.01319541268355926,0.0888682140055494,0.1780600540588406,298,9.127483142428785,5.9205070294852575,7.479399124794746
19,3.5083256901181947,1.5639366038197924,3.0439924280865283,3.3923138326157587,0.5825292393839863,0.01319541268355926,0.0888682140055494,0.1780600540588406,78,9.024361475512244,5.826834157088123,7.411379078746341
20,3.5083256901181947,1.5639366038197924,3.0439924280865283,3.3923138326157587,0.5825292393839863,0.01319541268355926,0.0888682140055494,0.1780600540588406,10,9.009620921455939,5.808487525070798,7.403332548297281
21,3.510178795015359,1.83816067483961,2.763076186084729,3.4053524133733717,0.7726111684814964,0.00789697335702308,0.0897025884352469,0.23628363167303673,298,9.139204468099283,5.896633864012439,7.497374587491968
22,3.510178795015359,1.83816067483961,2.763076186084729,3.4053524133733717,0.7726111684814964,0.00789697335702308,0.0897025884352469,0.23628363167303673,78,8.98818560752957,5.835567589594092,7.417890129506675
23,3.510178795015359,1.83816067483961,2.763076186084729,3.4053524133733717,0.7726111684814964,0.00789697335702308,0.0897025884352469,0.23628363167303673,10,8.961717048309179,5.818014308123716,7.399881150924538
24,3.511570225423284,1.770781243570688,2.706570308170404,3.407769245358449,0.6129599976641875,0.015827037954396918,0.07559630989840675,0.21732479772407612,298,9.100190168415791,5.895610190960076,7.479707734347112
25,3.511570225423284,1.770781243570688,2.706570308170404,3.407769245358449,0.6129599976641875,0.015827037954396918,0.07559630989840675,0.21732479772407612,78,8.942746151590871,5.841536992392692,7.390573180623974
26,3.511570225423284,1.770781243570688,2.706570308170404,3.407769245358449,0.6129599976641875,0.015827037954396918,0.07559630989840675,0.21732479772407612,10,8.917451060469766,5.822693075739909,7.3697528204469185
27,3.5122681109709797,1.7252694089497311,3.3629861055815073,3.2381463764690404,0.792396398250753,0.01657443297676432,0.06734856612437859,0.204382441075012,298,9.236809721889056,5.865235076850464,7.50192429699436
28,3.5122681109709797,1.7252694089497311,3.3629861055815073,3.2381463764690404,0.792396398250753,0.01657443297676432,0.06734856612437859,0.204382441075012,78,9.117522713976344,5.734098734243989,7.436665778110945
29,3.5122681109709797,1.7252694089497311,3.3629861055815073,3.2381463764690404,0.792396398250753,0.01657443297676432,0.06734856612437859,0.204382441075012,10,9.099329876978178,5.711464759453607,7.42505773377597
30,3.5130642681497095,1.6595508484984638,2.727189780610768,3.542817987131242,0.2072211171049242,0.006938190995227621,0.1036629814847151,0.10315614304815636,298,9.10843038197568,5.975344257537898,7.47670004419219
31,3.5130642681497095,1.6595508484984638,2.727189780610768,3.542817987131242,0.2072211171049242,0.006938190995227621,0.1036629814847151,0.10315614304815636,78,8.932361837497917,5.8169254180687435,7.414200060969515
32,3.5130642681497095,1.6595508484984638,2.727189780610768,3.542817987131242,0.2072211171049242,0.006938190995227621,0.1036629814847151,0.10315614304815636,10,8.92114615400633,5.814412593092343,7.397182526165488
33,3.5131977734278896,1.9586591490864487,3.0146697107310265,3.1672628457322514,0.5145228458193957,0.015750563974726718,0.1504672256890133,0.19409708626412142,298,9.17241796335166,5.777828370703538,7.429951726779467
34,3.5131977734278896,1.9586591490864487,3.0146697107310265,3.1672628457322514,0.5145228458193957,0.015750563974726718,0.1504672256890133,0.19409708626412142,78,9.023785952773615,5.72731075862069,7.322660558577854
35,3.5131977734278896,1.9586591490864487,3.0146697107310265,3.1672628457322514,0.5145228458193957,0.015750563974726718,0.1504672256890133,0.19409708626412142,10,8.997736833833084,5.708914695707702,7.299707694367101
36,3.516704591060027,1.827541214908505,2.643813806898376,3.3638446020427093,0.2876404478774791,0.0199132342960773,0.043689458765766444,0.29972157314211045,298,9.050968608862236,5.963157010439225,7.512433808095952
37,3.516704591060027,1.827541214908505,2.643813806898376,3.3638446020427093,0.2876404478774791,0.0199132342960773,0.043689458765766444,0.29972157314211045,78,8.868068461186073,5.953081262868565,7.377130461983294
38,3.516704591060027,1.827541214908505,2.643813806898376,3.3638446020427093,0.2876404478774791,0.0199132342960773,0.043689458765766444,0.29972157314211045,10,8.84052341512577,5.943591543783664,7.336157528378667
39,3.5179033503338166,1.7190142578691505,3.267263394939231,3.2510359508487587,0.792369033305532,0.01170319218467858,0.17048341039080447,0.08680055225475043,298,9.148893826503416,5.8544193699816764,7.434890700364105
40,3.5179033503338166,1.7190142578691505,3.267263394939231,3.2510359508487587,0.792369033305532,0.01170319218467858,0.17048341039080447,0.08680055225475043,78,9.05749024571048,5.666171122050086,7.369838969658028
41,3.5179033503338166,1.7190142578691505,3.267263394939231,3.2510359508487587,0.792369033305532,0.01170319218467858,0.17048341039080447,0.08680055225475043,10,9.051888020156587,5.617332811094452,7.367820690654673
42,3.5184325197476327,1.584393477640334,2.6409454784164375,3.530014414628446,0.6707105523059516,0.019077746595083482,0.18215838121563366,0.1338113693343967,298,9.145945645177411,5.906627628241435,7.481788377525523
43,3.5184325197476327,1.584393477640334,2.6409454784164375,3.530014414628446,0.6707105523059516,0.019077746595083482,0.18215838121563366,0.1338113693343967,78,8.982999677911044,5.791067520017768,7.425628291639894
44,3.5184325197476327,1.584393477640334,2.6409454784164375,3.530014414628446,0.6707105523059516,0.019077746595083482,0.18215838121563366,0.1338113693343967,10,8.958463668915542,5.770044874340607,7.4182126153351895
45,3.518966493490426,1.729748492654555,3.15078967469431,3.496583906895391,0.6189958985624695,0.00554616392866094,0.11688211381014607,0.055674255403478715,298,9.161462564800933,5.95069711038925,7.4801950704647675
46,3.518966493490426,1.729748492654555,3.15078967469431,3.496583906895391,0.6189958985624695,0.00554616392866094,0.11688211381014607,0.055674255403478715,78,9.009181821589207,5.890573926647787,7.393577173413293
47,3.518966493490426,1.729748492654555,3.15078967469431,3.496583906895391,0.6189958985624695,0.00554616392866094,0.11688211381014607,0.055674255403478715,10,8.997947185740463,5.874685471819645,7.390745601484972
48,3.5234419047743657,1.9704587172720005,3.0768181759610007,3.146688239029052,0.2068130960010282,0.019752293966221017,0.1196667075742007,0.2597719231942661,298,9.246031062052307,5.841144461991226,7.499683331477119
49,3.5234419047743657,1.9704587172720005,3.0768181759610007,3.146688239029052,0.2068130960010282,0.019752293966221017,0.1196667075742007,0.2597719231942661,78,9.076522647342994,5.806557069853962,7.376879127150709
50,3.5234419047743657,1.9704587172720005,3.0768181759610007,3.146688239029052,0.2068130960010282,0.019752293966221017,0.1196667075742007,0.2597719231942661,10,9.050438519573545,5.788678627408518,7.350435230027843
51,3.523769098442112,1.8918929436339562,3.1088435990238756,3.120559244210347,0.7124609734209219,0.016904994066065143,0.16171223714271646,0.29460796168631026,298,9.198956021489254,5.756270427119774,7.432931678446492
52,3.523769098442112,1.8918929436339562,3.1088435990238756,3.120559244210347,0.7124609734209219,0.016904994066065143,0.16171223714271646,0.29460796168631026,78,9.069695283358321,5.704727311677495,7.346376029342472
53,3.523769098442112,1.8918929436339562,3.1088435990238756,3.120559244210347,0.7124609734209219,0.016904994066065143,0.16171223714271646,0.29460796168631026,10,9.04205141462602,5.688787593592092,7.325816737559791
54,3.525880359015297,1.7386118341167531,3.466364992706824,3.533826965113181,0.48189335633717456,0.01973001405368084,0.02946225030463781,0.045263492069998704,298,9.286487290687989,5.961350866899884,7.54679520261298
55,3.525880359015297,1.7386118341167531,3.466364992706824,3.533826965113181,0.48189335633717456,0.01973001405368084,0.02946225030463781,0.045263492069998704,78,9.098110171747459,5.783335750680216,7.462982701649175
56,3.525880359015297,1.7386118341167531,3.466364992706824,3.533826965113181,0.48189335633717456,0.01973001405368084,0.02946225030463781,0.045263492069998704,10,9.074439791021156,5.7551375849852855,7.4514315808524305
57,3.5259204947961633,1.826590197494546,2.712607956852929,3.4879328138717245,0.575090977670372,0.01372800863221064,0.13226529434581785,0.11968186090192959,298,9.206331705064134,5.898831615803211,7.507792582994217
58,3.5259204947961633,1.826590197494546,2.712607956852929,3.4879328138717245,0.575090977670372,0.01372800863221064,0.13226529434581785,0.11968186090192959,78,9.023157633599865,5.829521900105503,7.412629069893624
59,3.5259204947961633,1.826590197494546,2.712607956852929,3.4879328138717245,0.575090977670372,0.01372800863221064,0.13226529434581785,0.11968186090192959,10,8.991594812676995,5.809609734299516,7.391415431427144
60,3.526648766362609,1.9439990590073075,2.625220009920958,3.388667994306011,0.6442396358874727,0.00752438680832398,0.17078397668529774,0.25311686856354704,298,9.164732053639845,5.9054321356543955,7.515223018633541
61,3.526648766362609,1.9439990590073075,2.625220009920958,3.388667994306011,0.6442396358874727,0.00752438680832398,0.17078397668529774,0.25311686856354704,78,9.006943568049307,5.876218404353379,7.410475917327051
62,3.526648766362609,1.9439990590073075,2.625220009920958,3.388667994306011,0.6442396358874727,0.00752438680832398,0.17078397668529774,0.25311686856354704,10,8.983361213476597,5.859869495641068,7.385962153637466
63,3.5288938383524813,1.5741040434843367,2.6520131861436447,3.5311803025533672,0.11839236864569497,0.01783724032363012,0.1441241932423969,0.14055358282817415,298,9.172797634016325,5.991659543228385,7.52902054979653
64,3.5288938383524813,1.5741040434843367,2.6520131861436447,3.5311803025533672,0.11839236864569497,0.01783724032363012,0.1441241932423969,0.14055358282817415,78,8.98439430301516,5.844755868288078,7.473720474191476
65,3.5288938383524813,1.5741040434843367,2.6520131861436447,3.5311803025533672,0.11839236864569497,0.01783724032363012,0.1441241932423969,0.14055358282817415,10,8.957609674496085,5.8193997882170025,7.4690566108374385
66,3.532069710375435,1.9055540418061763,2.9684100810691847,3.3966978474640728,0.71059424848794,0.0001771099987007,0.05469922072649864,0.2557734872104595,298,8.965386450774613,6.012853817313565,7.443287438066681
67,3.532069710375435,1.9055540418061763,2.9684100810691847,3.3966978474640728,0.71059424848794,0.0001771099987007,0.05469922072649864,0.2557734872104595,78,8.821373850324838,6.033946778499638,7.375767060969515
68,3.532069710375435,1.9055540418061763,2.9684100810691847,3.3966978474640728,0.71059424848794,0.0001771099987007,0.05469922072649864,0.2557734872104595,10,8.809298955272364,6.035260674273974,7.3721000140643955
69,3.532147910268168,1.992018548469812,3.0028361631380607,3.531301277810098,0.362324673254777,0.018541610471117458,0.03783019098930296,0.03100049077258908,298,9.16193987664501,5.879732778555168,7.448183871064467
70,3.532147910268168,1.992018548469812,3.0028361631380607,3.531301277810098,0.362324673254777,0.018541610471117458,0.03783019098930296,0.03100049077258908,78,8.942503000999501,5.80558576089733,7.299938805597201
71,3.532147910268168,1.992018548469812,3.0028361631380607,3.531301277810098,0.362324673254777,0.018541610471117458,0.03783019098930296,0.03100049077258908,10,8.918794804014661,5.776604319284802,7.2702225630042125
72,3.534372915762834,1.500430463080148,2.5676334473779105,3.488409631059189,0.7942769512257215,0.008163618850503842,0.14325808975006113,0.28578210162018397,298,9.061442348159254,5.991420477650064,7.50196498115228
73,3.534372915762834,1.500430463080148,2.5676334473779105,3.488409631059189,0.7942769512257215,0.008163618850503842,0.14325808975006113,0.28578210162018397,78,8.959878019406961,5.957596001776889,7.451029548868423
74,3.534372915762834,1.500430463080148,2.5676334473779105,3.488409631059189,0.7942769512257215,0.008163618850503842,0.14325808975006113,0.28578210162018397,10,8.945698766699984,5.949932008218113,7.4419619071892615
75,3.53451888942494,1.8453250683196507,2.748296115476349,3.567981585030773,0.7077428701300538,0.01980840393971484,0.11840383695409946,0.06420873015287344,298,9.232198776028653,5.885803218723972,7.499183772685086
76,3.53451888942494,1.8453250683196507,2.748296115476349,3.567981585030773,0.7077428701300538,0.01980840393971484,0.11840383695409946,0.06420873015287344,78,9.03231200391471,5.821239258703982,7.388367468123081
77,3.53451888942494,1.8453250683196507,2.748296115476349,3.567981585030773,0.7077428701300538,0.01980840393971484,0.11840383695409946,0.06420873015287344,10,8.999387065134101,5.800174708201455,7.364445083458271
78,3.536038569127222,1.790307946200296,3.2947957614725087,3.284106282899442,0.4834558189553707,0.01867808545572294,0.06520682574024395,0.16351065038445406,298,9.278766808095952,5.8832549074351705,7.530570082887128
79,3.536038569127222,1.790307946200296,3.2947957614725087,3.284106282899442,0.4834558189553707,0.01867808545572294,0.06520682574024395,0.16351065038445406,78,9.125840262035647,5.769096031317675,7.4519919902191765
