,sigma_Cl,sigma_H,sigma_N,sigma_O,epsilon_Cl,epsilon_H,epsilon_N,epsilon_O,ucmd_clf
386950,0.906368492227448,0.754212593074759,0.702613332792397,0.421819224147325,0.984574108296569,0.593034327020169,0.31103084350004,0.253517858903636,True
780484,0.210877191647965,0.76388891644229,0.587174587651232,0.660997541139329,0.159690743705811,0.671697801475407,0.344343942036951,0.871267728796802,True
416037,0.315016047627179,0.635680098943458,0.58060488013114,0.797173679773365,0.974781609709588,0.920534807280276,0.0235242945574047,0.0213224857802822,True
933042,0.460841410308035,0.765613316798838,0.887617276396539,0.592376720921639,0.44024375178686,0.990374700103445,0.281998920091337,0.0163674943006724,True
898787,0.773062662079894,0.776516242456473,0.719963358669864,0.305076187042407,0.855889773731904,0.907979782976935,0.71044552477378,0.312295945099348,True
82119,0.943202063827096,0.617966536067966,0.48717765140216,0.530419346843555,0.859545413956315,0.960790306493615,0.535825200571004,0.676335568678256,True
906354,0.483074314175095,0.648154851104566,0.0962354183022682,0.772819621700651,0.930900977690984,0.925420365984228,0.332197274946683,0.288674462353307,True
61067,0.0207623099926264,0.801059642282927,0.714213176356901,0.480198146577872,0.0366263869783357,0.704102570577764,0.276287806705164,0.560615047700129,True
626140,0.17210850523067,0.787317772615879,0.998619622772636,0.668225552122936,0.598002029614764,0.899470664059723,0.103481576794791,0.226064443296463,True
170491,0.0904207044016241,0.986339226826221,0.680836421176907,0.418482455825393,0.00826935320844737,0.00284230571017405,0.635428536875508,0.605712796379536,True
893081,0.650703394991597,0.748303984486188,0.400069205579816,0.773156957889213,0.635010368488815,0.684621974915053,0.514079153188962,0.00832646731324121,True
368562,0.994982861614025,0.757765255366975,0.387032649954972,0.536664568158415,0.697903676308278,0.588459374174134,0.224606806322571,0.791341191144491,True
481640,0.744555281871155,0.786944744139798,0.799795287323931,0.448326697045026,0.86148424119267,0.996411401045746,0.0374438247746449,0.117046130564747,True
997035,0.00677550996234379,0.757130112626033,0.497906056723618,0.784543600374299,0.933275921561598,0.237539095244665,0.943375176981183,0.419683671704457,True
28166,0.558453354243112,0.774313508150757,0.270619865534321,0.522741814116494,0.976503273221254,0.756741383493875,0.99755248792247,0.634509103442007,True
399637,0.634291329079209,0.604056319163731,0.474568629589842,0.619577311540271,0.453182651982166,0.727179770331978,0.908366654885696,0.307163652247712,True
913990,0.251828920343203,0.987445854281895,0.748220618454878,0.421543128987051,0.042348739206251,0.439252080678449,0.993146972424401,0.667115696019283,True
141820,0.120024389825744,0.70036816099261,0.278654340379607,0.75374032359805,0.753202128978546,0.899762174442724,0.00499201504071119,0.764253898720275,True
973952,0.378080872838027,0.665872717764692,0.469394691996662,0.482161821049136,0.0251133689843726,0.964630033256458,0.971751079325487,0.44690423542205,True
407300,0.254733341963587,0.725527925877763,0.0965036527332805,0.91563971844013,0.729366690582523,0.634828298156895,0.972014607090134,0.0774752252789744,True
494469,0.819456821554449,0.839103907698508,0.927170986533464,0.423060521815173,0.0991621581495219,0.860422146982387,0.225105243825723,0.719537496243416,True
504621,0.728896760089985,0.666613745062366,0.463826184318459,0.482157273313323,0.475542139770631,0.940223903069869,0.346566563957258,0.904513206357569,True
857576,0.555592010031028,0.791975481777554,0.00154959969793947,0.72942517569905,0.0325746885629071,0.870478444962382,0.975111645839467,0.467268284182248,True
358210,0.40673138561327,0.844309454362985,0.794164938547707,0.406891917106799,0.785003704861,0.920783907631627,0.348003127415203,0.562934870931708,True
814116,0.289197798055345,0.880176468665522,0.553368394273288,0.656135000209218,0.000936721548638941,0.212014971195854,0.576519171588586,0.312643943037159,True
459242,0.711046186249904,0.846350569020799,0.288577649861366,0.690798559211361,0.727193010189813,0.24558603276502,0.586990681606502,0.285391553116678,True
13877,0.0712456392000022,0.609129560030742,0.286714125806957,0.724211713483559,0.71137162048127,0.935432127590448,0.701933587555639,0.9211334991003,True
806033,0.0845986779953924,0.652828009558444,0.721461891037586,0.480476648738159,0.0468921948978109,0.999391706081008,0.000776697740190797,0.950991752912327,True
548511,0.324474203945085,0.815927691890672,0.428769009436999,0.61250078753629,0.3964777148404,0.380625371693595,0.479882397710542,0.995546673696359,True
619123,0.550161063654486,0.524805657372306,0.36215160527288,0.796028642038516,0.714886790118136,0.797458397146842,0.0995253121020651,0.660158334076545,True
520197,0.0151525149449002,0.837314313686306,0.632781535203444,0.587552462885763,0.0841549081692632,0.831937294892467,0.740540151497131,0.0986564324563845,True
523958,0.74464734290283,0.669645159271441,0.50204521705187,0.536698503032466,0.977759018682023,0.172823032741105,0.685723794886641,0.999547357450298,True
959217,0.957261700063701,0.588996061826951,0.574313174318754,0.437455724047458,0.674899034411923,0.382807605342747,0.938964163888771,0.986136350795024,True
875844,0.887461016072889,0.838900936481753,0.8648664894204,0.292211742202837,0.948128741956043,0.386618182005635,0.0109077069324648,0.724654530048855,True
701471,0.0176639044129563,0.722669399714644,0.704510413677574,0.701994522817936,0.907313660109058,0.0652701688558905,0.0316472610772057,0.240829865536188,True
995787,0.89136997721754,0.643174274625973,0.679028975807186,0.459871255380579,0.248588755481842,0.989527409407688,0.383571850353103,0.327403936831723,True
247560,0.949367865649447,0.66434406599451,0.708053620247342,0.599722033330606,0.196016074471938,0.10709623479226,0.270088686615447,0.861108984359152,True
198492,0.864938580649478,0.954075358496682,0.487876984481668,0.468423905357871,0.865646041563382,0.139289385023651,0.687915741664607,0.162933517043241,True
364735,0.996569683303346,0.814452695649346,0.411344180097773,0.431178577239898,0.910482824861714,0.957175312485836,0.9886893043301,0.801427808013768,True
697702,0.148896151639999,0.742498570773488,0.467567924885964,0.506484738351669,0.331618168731533,0.659341415580617,0.476907192430312,0.511028529077069,True
463268,0.403020615803218,0.661182902072136,0.0942275940473188,0.701135620036029,0.593455971983949,0.688056952645505,0.0887807695958151,0.855305015971278,True
982731,0.513738942763326,0.633481321152142,0.372308815930694,0.848896961582097,0.292241091825839,0.86956396719926,0.988715909987376,0.0367555497948461,True
720671,0.494236310612069,0.608846728688146,0.0310791445621067,0.715305521905589,0.793622546154144,0.956891544163241,0.847029559997686,0.731223237707607,True
954140,0.00206367592747673,0.827595101814074,0.438276760114835,0.585700100951275,0.979207247306644,0.363062480935054,0.591936094535487,0.103319824387696,True
421968,0.75404206178569,0.641897218803014,0.0191957943050073,0.705138071379273,0.0201042521461753,0.947480011784434,0.56062065987263,0.212454744204117,True
880186,0.922078709444893,0.670635156125462,0.32850895950868,0.500415792910368,0.279412914724908,0.0247393699087122,0.815116379798758,0.94785264116908,True
904550,0.305103998745931,0.999703685241569,0.480416602872526,0.36024803400313,0.0810024954146127,0.0785861469277086,0.901064276828994,0.917798866598005,True
555778,0.326080449622479,0.785461955750434,0.785756484952878,0.719866508693817,0.792201042428203,0.514886700369802,0.671441906388827,0.04517561377324,True
273496,0.757811232076833,0.668162858998148,0.0486981050527902,0.519365511704514,0.468260164326079,0.657722290867286,0.97053252999954,0.542838248791899,True
452610,0.297204245159281,0.855114323188004,0.665805840433687,0.528147745887054,0.956724219682638,0.150586504205597,0.034564053233457,0.638184688644454,True
854734,0.262076512125174,0.963869460842727,0.689019341354786,0.467304330387405,0.611233450288537,0.389856407184983,0.718148528547857,0.314994424215031,True
573266,0.259199101356605,0.990815851544244,0.739596836792768,0.25807109938565,0.699323897484181,0.0828835760962234,0.846916534893927,0.930178664161955,True
437496,0.490389502639132,0.830754251222736,0.615894088638974,0.447805082090096,0.0695588880477665,0.403773159796881,0.29300368456879,0.944894975219481,True
861134,0.835086077406167,0.865019696250843,0.684727883971383,0.280906486544584,0.677285013127423,0.0427950269332472,0.290397291895705,0.550477034703529,True
214826,0.419290022087252,0.970749495764221,0.324035866187544,0.724691144661962,0.605747199002623,0.120928747744483,0.989155983037112,0.407481371487387,True
934882,0.0806309859661546,0.711259180497788,0.349018725476216,0.692250370706136,0.0662366252539044,0.914876070522998,0.0871057290266012,0.388558194528504,True
