,sigma_Cl,sigma_H,sigma_N,sigma_O,epsilon_Cl,epsilon_H,epsilon_N,epsilon_O
3062,0.793688411104905,0.83117954733741,0.552639661671272,0.417778541201468,0.932411279664177,0.18053708460294,0.805780084750399,0.471347744787245
18498,0.0944430326381194,0.778452248903647,0.547490652932715,0.547377052827375,0.417829408393014,0.886016290882401,0.578272973184681,0.681504143813865
14724,0.78247539439252,0.69996272185225,0.505536615992282,0.503421838187508,0.788476995390643,0.295023393045273,0.481975526362363,0.710921746115104
14090,0.211178675930552,0.943586714582958,0.386249457103214,0.758377624368135,0.569385233495338,0.384634354088725,0.78971161699471,0.0333547657905286
14076,0.568994910967311,0.729023034886075,0.704669262416389,0.511976742407453,0.24988000359823,0.905233006450115,0.0930748599559462,0.775121928684134
8988,0.390714481461959,0.768239759249408,0.284088534219596,0.550452782964719,0.629682730803643,0.0959583043700175,0.990271851143745,0.971540230318844
11917,0.777565622789521,0.727616935314193,0.591714566994752,0.523523353150441,0.461846127957153,0.4971406947454,0.219535827990921,0.880979190487507
16366,0.33275256509335,0.70115378228867,0.331375363922621,0.717110191284364,0.815600837164084,0.643554019711643,0.0271083356305216,0.874165352029902
8780,0.00663639640813482,0.831307992941076,0.181532347050226,0.675080274261477,0.836881622568254,0.74255958412187,0.793954015939088,0.946827686074707
16968,0.645523799700635,0.84932689848558,0.647242723589387,0.450335296117629,0.955040722637311,0.997452718764109,0.187292206932544,0.83439031059149
23600,0.208859325045874,0.666918872945383,0.223623141962137,0.798545076989055,0.494203415765214,0.909321331446328,0.371371308829206,0.28265219247407
484,0.389751676041496,0.931462569564515,0.400809959287937,0.524241814876393,0.261429791917311,0.0396812779570656,0.925140549733803,0.834665760948804
19217,0.232332724084738,0.902488901215516,0.00429964185880145,0.643136661380607,0.326297640300541,0.986240727824566,0.870289999774908,0.799830898386294
101,0.617168174228642,0.980340207257965,0.263629852280384,0.521112247680521,0.126754737020569,0.495813483681392,0.951863166260288,0.920979117814746
1138,0.000267961860686055,0.708200705578113,0.0506210450441369,0.907462512125813,0.365665807058148,0.905741541711922,0.807192470551674,0.237585518920794
3863,0.767497958484639,0.738111624081772,0.514641589990319,0.363676141103204,0.989696240510632,0.101558968993519,0.986924602594184,0.971597995529188
6674,0.367599502481205,0.933301108611375,0.625525012519406,0.529391987074939,0.651077425307792,0.592205002569767,0.339338797302759,0.514609351281537
8251,0.0520318688019405,0.923981585793027,0.0394943700332529,0.864751183435101,0.347328225467506,0.456831570466095,0.149778282832428,0.366312525583111
14045,0.415813217290439,0.949943239964876,0.0280072328321547,0.792865329022549,0.0476395555148688,0.414075566232479,0.622713222812243,0.285097619625825
10451,0.216114235794932,0.914697667996574,0.427254761097135,0.618933998969875,0.759143151401684,0.253031225458857,0.857594484140075,0.538173813561908
23981,0.219672165326248,0.978652124213974,0.163099427384068,0.741042925348278,0.443147801821585,0.904845381509632,0.112250203288632,0.449177186842377
1617,0.911387506456544,0.920597947267803,0.666858135451953,0.33303609007423,0.161658675736672,0.285314231281703,0.82787901366448,0.735429135488573
6014,0.254874043169565,0.897648995610106,0.00984739280227244,0.870077412470066,0.210351410948126,0.332556594555577,0.280775321883303,0.0698529176086142
991,0.141064620352422,0.995306917055294,0.269683383401758,0.668615330066752,0.896779347238487,0.823664870687112,0.396149778605506,0.474206430439155
24592,0.489341299035713,0.930071930041617,0.0992689790696664,0.746871141607745,0.66800827858482,0.00375556397681794,0.682114877946361,0.359916806212823
19887,0.365539650266383,0.958825926891596,0.384172596645001,0.747934670008145,0.449811760958489,0.0717054428365204,0.0564894687244417,0.336137694375206
12122,0.0734541618174527,0.884168222795231,0.190554818210116,0.812902311145277,0.830206693707295,0.249061196738767,0.419279021325913,0.282802885347727
9038,0.0757198145018802,0.856350714401778,0.00898451909544673,0.836493061077796,0.19913275678306,0.303025395044513,0.399322032893957,0.545696837953804
433,0.00624768402253516,0.885817114197294,0.322393781600747,0.747660880894303,0.532166349631246,0.980805034985295,0.192051267732337,0.334398822817606
1304,0.394242604309653,0.823308935338858,0.603201225593969,0.547489544416046,0.786780687434427,0.698997743685067,0.527749502894102,0.350753908541206
20198,0.665913816402111,0.961608156017567,0.209538627064277,0.6888816474105,0.186066083145718,0.266392508106775,0.942806785902891,0.167499669252793
1826,0.6840281486743,0.901867158360524,0.417437312577531,0.469795266072347,0.0446420933928534,0.229258092539558,0.776806826588849,0.903072717082087
19818,0.650766170288343,0.97922671049674,0.853897794263026,0.387358141541225,0.0737672958409764,0.313908644428716,0.0382257723847234,0.953312078308069
24791,0.360219225814678,0.972365966970948,0.116660219105374,0.732247899186779,0.607458028224269,0.659066377783188,0.665785531817556,0.218048880027202
3744,0.703835163306134,0.969868987553921,0.724101989673078,0.392163779880517,0.516160093422813,0.295534929019828,0.297068905914459,0.603683988151888
21930,0.0339090632291086,0.725011231243004,0.142446256834723,0.725395855313484,0.128223306996501,0.262771275593758,0.739580283016971,0.892165107331304
16868,0.390578661181174,0.873343206802167,0.266756844631612,0.76792316287416,0.764959229098137,0.250443462305805,0.0848807997821807,0.246886181073262
17737,0.00321532762474876,0.924983920742285,0.14095495863481,0.866344297760427,0.000723757393607582,0.986926810828266,0.0895877816735699,0.322125781979929
18751,0.50126838826209,0.793321026191417,0.725862242910407,0.633704461571449,0.614010692926748,0.615250219076391,0.174929985091376,0.167573658890956
66,0.0475506529150076,0.971139164494846,0.551116080224228,0.707735360241359,0.999926509148462,0.869840412396471,0.542033489620298,0.0258383449850942
10082,0.265486854381898,0.87167077690592,0.322072618551657,0.641162582166654,0.68317682810397,0.0179744538732175,0.498047217190284,0.707720453944101
8628,0.0257614041284187,0.661001783839633,0.0328063007303447,0.835603170086275,0.77910673039425,0.631527264574102,0.878381059005376,0.740107991178181
25089,0.909101224864271,0.95703137539458,0.317753730478397,0.51499822970714,0.0256291638580858,0.307269410127427,0.689058751515022,0.530753199182962
3963,0.277534155220931,0.909969249912828,0.211170957217428,0.718909862202933,0.0145117921853043,0.997899300292751,0.142202750794939,0.492371130229338
5659,0.237289785578891,0.705333436493553,0.30418585683166,0.82170799177586,0.273693769785643,0.982606310271049,0.841336390215215,0.0466681330345466
2618,0.552350382087002,0.962213871299501,0.276686307785933,0.612333197503561,0.008143421279203,0.390983863698018,0.408772901821722,0.894556261091716
464,0.464066016817261,0.930119640045637,0.30151723192212,0.618934772054692,0.696227506342939,0.979153140898974,0.961210297293557,0.608866963243802
3774,0.134276325738764,0.617827991682546,0.110759359090833,0.725967422794177,0.978072148936705,0.299947512277493,0.892558598873378,0.92226265266777
15030,0.550691773954677,0.767239198977808,0.425861256823722,0.561161559858094,0.896673432204199,0.872849487080032,0.61157393064666,0.845748040876045
1473,0.343571750854438,0.947781989777395,0.368326514551745,0.556482145211135,0.356894133368951,0.8031854376359,0.965545246401942,0.511330269665614
5040,0.237040855078811,0.995827805242295,0.527477932940496,0.58745074655461,0.924046613841916,0.584944513580701,0.102909744487318,0.589066940771209
67,0.0158302106566645,0.84102986218223,0.426662682748029,0.625375888509718,0.708467995425829,0.708007154016289,0.36457271344235,0.975992572987092
725,0.460893219272588,0.678238215425342,0.481411889801444,0.576868055647927,0.809670204953584,0.685318356196961,0.9530204434757,0.344802109914354
23692,0.475753739392365,0.748911838045449,0.507406578325044,0.643137252098166,0.0926653955087484,0.631738804055741,0.000197409996248351,0.800922365384961
26303,0.858424240860871,0.985968612873912,0.574704532734283,0.579807418714903,0.174828931445398,0.28283763016562,0.241761736211829,0.162695254562432
9854,0.0588135858592518,0.963945503261742,0.592605391481966,0.700468629319642,0.54375714805881,0.882304604868072,0.269785146230891,0.101920345680172
13566,0.258885944856311,0.939394386628523,0.253852557381763,0.697961572269764,0.402100843616347,0.119452409839806,0.121219952723868,0.679526505538087
6714,0.187233225555648,0.700261739609727,0.428473809081969,0.682509321952048,0.00128255206804361,0.714107548382897,0.0842879693680985,0.73942419629433
19423,0.341017009724043,0.749628531198765,0.415414610875749,0.801425318426307,0.310633828123576,0.540756371713162,0.215899373417294,0.195145765129806
40938,0.691390958690912,0.979961942238112,0.458667242765266,0.704652179332988,0.638304009659225,0.0632134078481383,0.280126572410616,0.112743073758724
14351,0.255186733036632,0.924832667078665,0.001654392985889,0.759770736961883,0.492140804320505,0.847167805151422,0.884064345440889,0.333544761946559
10205,0.284081297522593,0.920721647696457,0.470686694860296,0.562816933865262,0.393121228983617,0.0449747875339563,0.394467608633754,0.834457610069586
16623,0.00129325145580737,0.976409755063641,0.0916550732458863,0.693694121293415,0.72108053727366,0.12444752931557,0.46647267749517,0.981982944378771
