,sigma_Cl,sigma_H,sigma_N,sigma_O,epsilon_Cl,epsilon_H,epsilon_N,epsilon_O,ucmd_clf
895569,0.757073026351804,0.945818031844195,0.829535735406811,0.418300425652402,0.250357056661905,0.674422785877769,0.0483434156937683,0.583068882455764,True
71156,0.579075995506709,0.982110767549409,0.824904826564464,0.59540577991536,0.182088179798384,0.329541270290695,0.359426158267174,0.234206921541525,True
458264,0.767487004067167,0.853901571011033,0.788089183382372,0.425046161516626,0.560220727738373,0.330877407959681,0.489438865580284,0.362101525038654,True
517215,0.664465658266083,0.942295841058604,0.878404082090001,0.40860138742393,0.334066557518261,0.0621390012503189,0.189283895268387,0.618495314437138,True
629916,0.282288982133732,0.873895893662774,0.926249626483706,0.583772953311201,0.465446546516004,0.948621131316808,0.0932255506454717,0.183406184533115,True
774257,0.394641466275228,0.935855312166631,0.864156319599517,0.508099601024002,0.946924915850283,0.247925122386689,0.00731383429471433,0.0536443307884355,True
285129,0.517277826643872,0.780523965258214,0.151389918632539,0.582379135866618,0.773593070126695,0.756605577774224,0.861007458635749,0.642240151984859,True
670011,0.522753535621497,0.873051646888384,0.149045145895694,0.582375882320015,0.74187649890739,0.279300156418051,0.912675052043103,0.00796027011284967,True
271906,0.340635543614902,0.739544916296763,0.433793118825247,0.668314273300018,0.639465628908267,0.291035656791357,0.692698888907004,0.124835252362312,True
800207,0.754841830638443,0.571077716069173,0.409366162144058,0.643057942145395,0.101800272424999,0.927470625998153,0.182588351906141,0.557215465376575,True
891629,0.141464273528542,0.764141591995709,0.385319896804952,0.730157461765341,0.122493449843658,0.479171841451432,0.567625296920594,0.302066500156678,True
148770,0.869071588567505,0.756756913457386,0.756624493204139,0.425729709953094,0.668815811665177,0.997005421062808,0.983204391552278,0.317575445249459,True
457374,0.916424036799052,0.690858414746324,0.690163463143751,0.36576872694268,0.451687427169437,0.724260709892127,0.20579268027046,0.527849472959716,True
536427,0.511392148399432,0.593792108319643,0.526940203050256,0.752247362030547,0.587156019844771,0.561466582727711,0.161321115176146,0.825608596855383,True
613292,0.324186865522582,0.809832785000272,0.575723151041189,0.536692751086373,0.943287884765756,0.212698639902322,0.565320120422989,0.342129887708132,True
234851,0.708973176029765,0.597290778259388,0.499384224347606,0.520885297507347,0.656905544678093,0.360338356517729,0.37141628947622,0.527645018255695,True
791385,0.726864501752909,0.733316579139694,0.778486507747662,0.481718082366175,0.770056874954651,0.85566839231228,0.60937169121796,0.667895786048474,True
53406,0.679136162839316,0.599036569630573,0.368402911840662,0.519892970515978,0.192881281286227,0.0750952212713116,0.362119357570202,0.883641828041363,True
770932,0.512162870721603,0.780495397587779,0.111841097764219,0.685427097412062,0.232873560605138,0.821299426882426,0.730897789918209,0.41046237630917,True
403966,0.538575071000409,0.802377921215163,0.254448272157785,0.640960956698222,0.477941161830958,0.129332376111106,0.457990305242377,0.413454643883959,True
859926,0.644161135108106,0.683861518609789,0.0655274725897692,0.835758307766652,0.440305234143367,0.992490325918471,0.891746705144024,0.171551283667238,True
803512,0.921963401348346,0.856713828694037,0.957611746077559,0.379811844717625,0.836541945861962,0.769791541909282,0.158277571959949,0.749581996549832,True
617270,0.847057724468703,0.899573766855469,0.390637709187289,0.626364334217402,0.0314292933316072,0.29315190161367,0.881636790680686,0.48796412457413,True
77661,0.517829233299306,0.583683013857804,0.315030010910863,0.707052623679073,0.792591129099832,0.674344509616272,0.871824662442761,0.0583226422229023,True
763218,0.612773484624204,0.694609247219937,0.222321238602743,0.881867701521937,0.0131230137820017,0.789138039478911,0.984167445295802,0.120790672696126,True
14559,0.711094739508008,0.619497319374789,0.692200608320526,0.560280274916513,0.298134767337003,0.401007113343826,0.0260762459588833,0.994413518766674,True
309742,0.8053899927151,0.847354915224001,0.554501420280209,0.590362663988392,0.725960161930522,0.223638323627343,0.502522953342708,0.818600003156338,True
627418,0.520593695596672,0.987534370018677,0.921423269951143,0.363904820950273,0.651841987683731,0.714656503532741,0.251464590466667,0.56546403616293,True
125091,0.780083706541693,0.829161712713613,0.414784315058222,0.477375471633347,0.117545128687908,0.751211925413011,0.946219803160721,0.604557942585074,True
618476,0.532181526914181,0.776266538857934,0.767105195281892,0.47398102571233,0.916390093254998,0.0323032533689809,0.157126075633181,0.53260713332673,True
921126,0.178608705143184,0.685685388049921,0.469311147629982,0.552013759996544,0.459788583168376,0.442014446942289,0.394910738597889,0.783578908675136,True
595034,0.580393493966815,0.781401381473542,0.225609320442626,0.696060051417183,0.9438529000238,0.450999854531143,0.684758943088696,0.299641639291347,True
712407,0.332605186107799,0.742489726554762,0.58035943127246,0.59372507093433,0.236655547950682,0.0159336183644546,0.207276705573743,0.800053161778526,True
382571,0.156831863823516,0.589668362236609,0.160796774363647,0.786067745389403,0.441253550660184,0.515912102447818,0.992882023161362,0.599266551238135,True
784121,0.645245624669531,0.733907365498209,0.477665942783116,0.597122626475422,0.820859962153153,0.691135746187493,0.591273839342627,0.201848163473334,True
436734,0.294459145776534,0.972392846865789,0.92863650251476,0.548591886555384,0.556374871314801,0.34935310433216,0.646405084378927,0.133483762305619,True
273778,0.337673779822795,0.902021526790262,0.650461785369673,0.592861145576379,0.084099120752267,0.27519231951891,0.117683088558364,0.42804884447953,True
195002,0.892712533678046,0.788276124045574,0.686095744793492,0.270136554448476,0.531504397526068,0.664134742787335,0.649245704032276,0.762142517647728,True
626988,0.667069295484648,0.746265156100185,0.775280070380588,0.616469750127849,0.667500185126177,0.683611248134754,0.113243340097723,0.297772908005766,True
912824,0.207970875944386,0.717347223678887,0.441598482054738,0.809641310219332,0.937637199693979,0.73924685074154,0.469330954019619,0.142504641317005,True
152847,0.458573153213266,0.79424312023929,0.413686592556259,0.814178008836298,0.0304033258157643,0.751500537335122,0.307156831373253,0.318864793989811,True
454375,0.850811721379502,0.705884983320655,0.54639773958792,0.686900073762385,0.373163085424453,0.521692292398146,0.0757844445516118,0.602998857056481,True
113337,0.166816923119671,0.693921009130597,0.39626214075029,0.756621335117296,0.848396328683286,0.0163440890090897,0.988617374189394,0.192703829207174,True
797631,0.682678976728349,0.836745705717689,0.351408865805682,0.547336120551859,0.155832551346371,0.126458764210919,0.646566775288017,0.207675045644434,True
535590,0.245729374836607,0.675726209485429,0.181074160038706,0.665560875062562,0.375284549249486,0.086052324531216,0.884822041894957,0.471098030345124,True
141827,0.591793986716236,0.626552418715694,0.453369496382868,0.511260125383315,0.64909350199966,0.970612429908445,0.472972501477388,0.442972217836069,True
945159,0.526945494575313,0.663435022711587,0.480435462229223,0.476268996326218,0.163089737463794,0.545607289659566,0.215258122743446,0.94497186523263,True
635648,0.425887842221692,0.657436500698069,0.247339504680413,0.675455444460151,0.569885655447953,0.790889755159492,0.34159315621333,0.9304627319431,True
214047,0.94243949498145,0.824413247246035,0.696813307164879,0.601832676756777,0.912703369221636,0.0107778418213356,0.222932831547083,0.786376838022094,True
790988,0.316626156882437,0.848376119253972,0.616287427694117,0.723085808016216,0.120793920145433,0.594412857518568,0.203426497883038,0.00210221431148389,True
471974,0.416805859902196,0.969629388618667,0.758290858431123,0.481970221459747,0.876691684167618,0.0166876407821943,0.948001564807654,0.259939392170232,True
254327,0.69712128097808,0.980929424466755,0.905991066670732,0.539524373651346,0.824499749039617,0.187802691596129,0.416812569519824,0.208254249534635,True
296904,0.235072543543105,0.686202225779705,0.270414992370936,0.635255928124332,0.488009710688291,0.616169498873972,0.723448200899891,0.318551028066087,True
301770,0.651628412780565,0.766651059780794,0.408490776228076,0.540044861834108,0.902797176737141,0.653162587996075,0.727547381862256,0.873033580276506,True
933037,0.767055867061205,0.83309600270926,0.634409990324812,0.462199463990252,0.0799680328109494,0.0339193843910872,0.284006997925336,0.190486534096049,True
880618,0.0826779845456869,0.734195241434894,0.256955829351849,0.735440069966962,0.113878493546343,0.780182214161681,0.869858520759888,0.0177665337654746,True
698374,0.901222183841718,0.627436997715179,0.309717718885557,0.464955250659356,0.437397864965382,0.625324148916741,0.784430159767784,0.992497111703987,True
267408,0.421096880302313,0.686146376315874,0.486356696831621,0.583015239881571,0.196424715707299,0.579902838853639,0.452982506738916,0.427843307285763,True
946445,0.97860357524118,0.993528476448131,0.492869642227982,0.475811403153801,0.534600484165084,0.0513963913203494,0.889891560975969,0.0111576871172644,True
372539,0.595790128605121,0.667464421991591,0.628700027949258,0.444650299297964,0.0797931125390441,0.910675360175449,0.764066764803562,0.574982015796878,True
463090,0.557350707398093,0.69810711873744,0.26396874861014,0.763007648195497,0.246738429274863,0.651096572152092,0.16741915911782,0.507899094656474,True
368338,0.759221160238568,0.836502657642897,0.3048991530268,0.658888025514166,0.490445994115893,0.892159071957301,0.791804919806037,0.00235211780272844,True
575770,0.378022726811536,0.797176201766186,0.66959503834248,0.494839025731712,0.383491189519075,0.641793157894681,0.624866001685155,0.887012641533477,True
564313,0.77859971580775,0.764896512908511,0.495601374808795,0.428215282438866,0.663391877380785,0.902033742439679,0.850994356680924,0.970468082671718,True
235573,0.0692508406928618,0.935452626581112,0.610882397394006,0.516064771492167,0.216419483533541,0.147571179917635,0.842250308608023,0.509183798886858,True
430085,0.0261938729684679,0.956777815610617,0.598724632660116,0.420604286630979,0.969256990110233,0.0244996173038943,0.669546480068949,0.665254003858436,True
332248,0.681461729257514,0.926048933796098,0.74612335679859,0.422318274801879,0.820631631769094,0.254335974613992,0.916653864942495,0.757177142323152,True
524403,0.105268631571083,0.515596490795802,0.179867895718613,0.725655542475708,0.991822369934667,0.782256623285855,0.986271740177657,0.488042504634552,True
53694,0.954608413560626,0.730381439616979,0.653028077407194,0.290545742035724,0.229350926060712,0.282578066324849,0.792406618691923,0.835700633192911,True
536269,0.574661187182742,0.740533532249791,0.419009136684284,0.722013920252926,0.536288044708704,0.680558898067608,0.928492564399632,0.491380065432315,True
274308,0.189694837291905,0.699799601737688,0.148955547091987,0.74723654190235,0.93623910890878,0.991855541449946,0.864661649107718,0.0659217726701701,True
989473,0.177227245062321,0.832648243390629,0.655794606940532,0.605653901551902,0.751476973665112,0.285372567897827,0.167510414748789,0.738471296737125,True
219759,0.761211178307846,0.747445107535273,0.238160429816759,0.75962305569794,0.0699507122479563,0.316261354555014,0.754314792597535,0.0354378562518035,True
274265,0.081522089432182,0.694311088170371,0.394312272969697,0.668399260113061,0.748270694300908,0.868458734887503,0.807535651861217,0.795205114025531,True
437968,0.0856975081672147,0.607702489666261,0.47258247308694,0.788879062591562,0.732949844601591,0.986200170534772,0.601107175089795,0.368974357354106,True
104719,0.881111953261746,0.623095241131238,0.623457806194072,0.476259196580652,0.968977546391134,0.975253859843805,0.585032067706053,0.963489894736006,True
624480,0.605266610678172,0.999381795644879,0.741785097768292,0.461297019112239,0.0415848846299079,0.392012469370636,0.583849206204016,0.701634632920986,True
911278,0.78229133452045,0.650496689750453,0.599251737797921,0.540273073765801,0.185081305775425,0.997923155723928,0.944105194007575,0.997164374946146,True
351113,0.0587448039289597,0.570067689647707,0.468615470589487,0.717847386221919,0.976591826410227,0.733367586937387,0.165984712943045,0.475793366440329,True
272128,0.956910494845225,0.856997575146596,0.773023645437276,0.358787234305803,0.763952883563116,0.0847199986347048,0.666401927447916,0.977534985399387,True
287162,0.159218926810233,0.787647369220558,0.421078842900615,0.76371019450051,0.486685929095191,0.047285716756857,0.654079670244146,0.365205824079969,True
84153,0.200229939525702,0.986510652136606,0.526756266505296,0.415555492012739,0.402307383512143,0.225588606722697,0.588993076429533,0.821231348796409,True
630184,0.961312754010405,0.647169455515207,0.575689851180752,0.649737940894021,0.463588124577921,0.854996035768895,0.66644260466123,0.623440832216043,True
705384,0.187339315648484,0.715273403548276,0.230301952104589,0.730499969386723,0.991626316476381,0.6722011028029,0.607842715857268,0.860497645339541,True
765429,0.861362672576099,0.722579050352065,0.340922027376966,0.689987533987145,0.758295350838496,0.544377250359907,0.358516710596136,0.930118066797766,True
725372,0.932994264218518,0.901016211174039,0.486255711180649,0.652249854256114,0.392914964500224,0.318070053471755,0.710035447843658,0.17515000008127,True
25467,0.845509624697321,0.675422314363665,0.492052904901058,0.637656986826788,0.118959339836082,0.97375997049479,0.718739862904,0.21817549440496,True
296300,0.052912390276977,0.933940528988183,0.767032540382222,0.405906775042139,0.186629079606109,0.530527282683349,0.335316169135213,0.70975810924761,True
97393,0.477599688126233,0.717712624910885,0.765550895281755,0.571582726682299,0.0904335629185751,0.690957381267057,0.0061673749105381,0.477612914856374,True
818951,0.985954237666326,0.816783093852187,0.691413322739444,0.232846410237752,0.887420657319844,0.829217813469549,0.870350947938415,0.894756186046454,True
923105,0.918693865884892,0.758681627718741,0.736354399166954,0.581367507348185,0.0171037495185819,0.589205289774236,0.213626302924864,0.347364495514819,True
281679,0.897787248899252,0.724320926523471,0.723370633243856,0.474614084935387,0.937032021381712,0.588127652958754,0.500639153801525,0.279775550821617,True
194738,0.449477236020376,0.764454291068402,0.277938023259049,0.913594176282807,0.321625417375482,0.701538911008639,0.574084353559978,0.0213294148380997,True
424445,0.568379202155035,0.990050332199194,0.56759717250935,0.392842287718329,0.0983876596106744,0.116992861483916,0.97409718762265,0.409160904109636,True
767823,0.194306771684386,0.616726293558481,0.515239666865294,0.669925676130992,0.0623851489064535,0.270847147669946,0.30679839986871,0.675267297072853,True
259997,0.99282248232247,0.597660103530689,0.68187366399544,0.414145185308054,0.232123439340372,0.152779586326677,0.313097911990689,0.692001879546429,True
157414,0.488597432849137,0.783907508858398,0.427404547124523,0.789545148434887,0.0141583215351162,0.0208032101241387,0.376394427797074,0.110922247606178,True
513524,0.624497913616995,0.743547788392352,0.389446476658213,0.694928947507347,0.00360318173445296,0.668161465527225,0.585000895810421,0.962982450487902,True
775356,0.120750404418127,0.981890540131209,0.921218486070914,0.743644750503352,0.0668484713341378,0.435897849857023,0.13601215543044,0.120434941142453,True
981731,0.228817239054739,0.874088645303907,0.331348135523168,0.651924689941237,0.778426093889371,0.448585667918371,0.82170566755236,0.597020938798086,True
153030,0.832057400513797,0.690030946677048,0.495394036022911,0.420250330999974,0.512561375952784,0.50162285663583,0.898357467678817,0.645187969431425,True
64939,0.371257758232733,0.97501043676135,0.37675456653374,0.539545849063261,0.470937464033777,0.197557835058568,0.892759793319636,0.237278709022817,True
914257,0.457486805265515,0.973902895359356,0.657499878132097,0.580756173283794,0.337029140521736,0.00103830809180371,0.426812299484703,0.551901861861631,True
137663,0.853342309698919,0.794218480151197,0.709227228043138,0.3127185811313,0.143717612782206,0.959220121837432,0.429122481005768,0.66115377904844,True
536413,0.599221892152534,0.667034966736417,0.405353569771864,0.629749974961395,0.672137780452558,0.00333467478444051,0.159094724408064,0.731563801439241,True
934242,0.572556335146748,0.661152298064816,0.00134151828261316,0.668555600056453,0.351404612043886,0.502498633347204,0.988829856559339,0.412310071427746,True
122592,0.927653450158371,0.856084624858576,0.465746084466445,0.35640563303919,0.894104511633687,0.0357946403953133,0.897696369074284,0.676837433896736,True
551500,0.259849447454265,0.534188755476132,0.578010179582538,0.545113346659511,0.587524356195699,0.956728157397193,0.624677571982203,0.821268580988593,True
585687,0.867715970363004,0.946786061938184,0.807975056338144,0.372624233664565,0.938046968262185,0.0807821589381891,0.498198392153033,0.478541611031625,True
432808,0.0801733715592848,0.956242364314995,0.773406262707029,0.355020280756732,0.853165987978832,0.395059121114428,0.869811372459084,0.867525731889492,True
436650,0.998555144521256,0.812480927203244,0.526622632325474,0.662594458393924,0.481381646609824,0.0257068217218579,0.480510876333034,0.592874948346078,True
261093,0.0964472355693392,0.822532078755761,0.806438515938837,0.586994834905555,0.0478687815156226,0.980443907699399,0.247264985180041,0.281889296075248,True
897360,0.908349785307657,0.57219009534147,0.544141906594196,0.520411389562831,0.0433995170681457,0.642725346084587,0.106084829253772,0.790298127596773,True
633802,0.996046943049802,0.951609112787453,0.352458366945662,0.451804828780579,0.415733343411565,0.158271541085619,0.796305917994837,0.821401238560136,True
524031,0.989828898232693,0.714775923908366,0.587637771287604,0.31044193301088,0.128236115742278,0.779578288511716,0.627488824105365,0.349242934644912,True
738575,0.231065942168736,0.719551504347861,0.270191092841987,0.635470425704349,0.0251308999505543,0.193912222365288,0.766500946141824,0.73293645589654,True
531179,0.441717124553761,0.669879858314144,0.443313922782866,0.628151541099564,0.95246601721464,0.851641453391105,0.95659590301698,0.325463554898955,True
633623,0.468171770862044,0.917946560783868,0.707514764108514,0.409763360371572,0.684166859583323,0.0129730635367229,0.30591675797383,0.980046825875174,True
226152,0.782246387110238,0.851501519145777,0.722043124769303,0.366273131541897,0.0094286552825436,0.027960344607478,0.0732535935997084,0.964364714501303,True
389586,0.621721913625228,0.903479513011957,0.843204014733951,0.564100682618092,0.385982029016028,0.844805444810313,0.359000563106548,0.0598737424946991,True
731118,0.522980089745353,0.816776861103684,0.318729587230609,0.776429075665084,0.877247736552513,0.17236685228193,0.441640029920955,0.0981022250278671,True
968386,0.32475077469219,0.572593021123857,0.238907074470438,0.748465642246162,0.387861380773544,0.467067542292045,0.93096812449073,0.0428231129008521,True
392380,0.760045756188908,0.770225450531903,0.566172553731563,0.417504245283908,0.527995519805046,0.00415955674351633,0.958254664932247,0.950516398034241,True
914531,0.610674261680109,0.815901105684631,0.455056306193553,0.572427952052367,0.298248127343923,0.473201002579051,0.952135402939056,0.242140907141156,True
316677,0.796763166220872,0.67129625755479,0.113784935712629,0.656594826691251,0.211772927912188,0.971817491128303,0.679648099264665,0.776464384113859,True
638720,0.947479238631947,0.77398693832896,0.728936628811844,0.458790121908174,0.361598776960623,0.998697753938988,0.635210394971256,0.114313588377697,True
988113,0.694040471328114,0.709377326506361,0.509173786555336,0.585840045585436,0.251432492431402,0.0321355451918141,0.853716060655323,0.653086560254119,True
412595,0.58417743015526,0.749686609309051,0.276265521530916,0.724696448005732,0.574093712790741,0.0201257438820751,0.889362174417502,0.184793344260505,True
509432,0.895872562891881,0.858734273730202,0.613772702881771,0.412887337295085,0.968284995311099,0.455584843196223,0.961529297812164,0.987315484743784,True
854013,0.179784761807501,0.653375764229298,0.352823026396752,0.848299798960225,0.624907803534636,0.667163444562113,0.474343848988979,0.54865515094736,True
307018,0.272396781300076,0.539755186732665,0.294891247325311,0.752940500387661,0.835746029486893,0.575191135335663,0.966717981958148,0.788932261127387,True
991434,0.271877527120196,0.851830163922036,0.947969009172092,0.665233534178246,0.2610543821064,0.0572722947799002,0.0543168047538615,0.0043960706981336,True
330984,0.607841445687313,0.899074360429978,0.938720420576739,0.413636343778446,0.818617078963731,0.962423626107174,0.439455375865469,0.364963759498121,True
829611,0.121136770298661,0.661936031071089,0.61466637594218,0.611570167405598,0.530457358700942,0.684535216242507,0.0671837077689005,0.693556711838228,True
470289,0.957645697426983,0.846675733548126,0.84220149560867,0.548720468538191,0.399075327286958,0.187510380837436,0.0549449821456018,0.860307359070637,True
146967,0.863931793401185,0.975821182247326,0.849780400171669,0.278089556631592,0.642894018853918,0.386366849615352,0.00576829884691321,0.96685360310415,True
212733,0.794380819506131,0.803220840684087,0.250346901832194,0.578677447315927,0.5837910141951,0.993469131720411,0.962670057591354,0.554332711624003,True
55594,0.402649429518489,0.917222549251288,0.202183485918652,0.652144393363643,0.968677968486501,0.211885296697011,0.974111609262739,0.39837904740435,True
187653,0.206005394822377,0.922731409860777,0.785031073048688,0.467655909733342,0.539767050859402,0.519973618336731,0.665424546279312,0.6177818568095,True
370497,0.97111187729013,0.753497859624553,0.247687666441749,0.601095601599254,0.0334279904708733,0.0299373593412553,0.934215062855329,0.893364825174006,True
933381,0.666556086861558,0.534138566146523,0.333698271017999,0.647294698207398,0.327048949960305,0.815892774296476,0.926616230088219,0.719439690458914,True
581493,0.439731298555758,0.795567378881268,0.729291391765491,0.529302019470726,0.837975563026073,0.431881571547246,0.247135726370203,0.219569655157516,True
769980,0.829604508218466,0.557839089927552,0.413011873936814,0.553682753270072,0.420759548282155,0.259311959774491,0.609835423078454,0.684738044722965,True
831410,0.215209972469746,0.768439730339387,0.747657474683465,0.502383577650937,0.704726610306295,0.757621800998026,0.394405693714115,0.730691930469465,True
884913,0.5084869283677,0.673172615933396,0.253354721109332,0.478205598771093,0.286293566669543,0.50230342664361,0.653627427424764,0.744721729797695,True
608259,0.26539486394334,0.648226047216724,0.290815576201077,0.613006432349699,0.951008313719882,0.032242893000833,0.942575985292196,0.700542392491061,True
52936,0.77964362143568,0.816759128486784,0.651380974914045,0.587795791529818,0.189918081784228,0.54441059426573,0.430600209845352,0.0175223198030245,True
971932,0.0615897056237684,0.914507975471433,0.423914450399156,0.560889368913808,0.636086549718322,0.190477634880943,0.996264021114295,0.684886108331615,True
807755,0.444801602644104,0.536722679935628,0.380003074729782,0.831751348454288,0.282801317619788,0.89667532368216,0.864499701293639,0.231903492756492,True
309666,0.0042428793341237,0.691528890351629,0.391146622706318,0.686257079702978,0.868071554312685,0.313451963926409,0.639447067863936,0.497322573394662,True
231411,0.453491245627673,0.765102071900174,0.147762726733741,0.803148561032218,0.0100208892240225,0.279723569563551,0.683286310124073,0.414301424928201,True
761071,0.832933187041653,0.877588572241897,0.784113272011357,0.493534390189963,0.156993358179407,0.580367583696643,0.830659316813405,0.239576661528616,True
372583,0.652639231505643,0.706261961082519,0.470687948722558,0.76125480967161,0.198463964162421,0.116768153535001,0.0561010334735396,0.439251410106445,True
