,index,sigma_Cl,sigma_H,sigma_N,sigma_O,epsilon_Cl,epsilon_H,epsilon_N,epsilon_O,temperature,uc_mean_distance,uc_mean_distance_Cl,uc_mean_distance_O,uc_mean_distance_N,uc_mean_distance_H,lattice_a_PE,lattice_b_PE,lattice_c_PE,lattice_ape,job_id,abs(HB3-HB4),log(abs(HB3-HB4)),abs(HA3-HA4),log(abs(HA3-HA4)),scaled_temperature,Lattice_MAPE,Pareto
24,101,0.3845462303269511,0.755805146847766,0.5510601263866604,0.48409918302545285,0.15778092762494206,0.5267832544011649,0.873425923851486,0.6774092422729929,10,0.11421001015676308,0.0388403825046097,0.0600031735366266,0.047854081719373484,0.20384823579928532,-0.2439639045130699,0.6266733780817743,0.39494258448075614,0.4218599556918667,943b56edcc279af0a6cacec1abfaf725,4.014163264010051e-05,-10.123096541778477,0.047364953067983606,-3.049872710513705,0.0,0.6721721275651745,True
52,167,0.7194338466350967,0.7455132464886178,0.46152740804891645,0.490549901075539,0.8718042723643799,0.385236638674515,0.875532184803227,0.7592878782754768,10,0.12470025330789462,0.0723643036681519,0.09028498770852902,0.034554086371442805,0.19473604805130887,0.25739803942174844,0.25617744513898505,0.04280189357378369,0.18545912604483905,dc272cc15ae4ef86ec91d060ae391cbc,0.00013270755813987734,-8.927362661655179,0.027820411799012845,-3.581985290331373,0.0,0.5314126795655267,True
