,sigma_Cl,sigma_H,sigma_N,sigma_O,epsilon_Cl,epsilon_H,epsilon_N,epsilon_O,temperature,uc_mean_distance,uc_mean_distance_Cl,uc_mean_distance_O,uc_mean_distance_N,uc_mean_distance_H,lattice_ape,job_id,abs(HB3-HB4),log(abs(HB3-HB4)),abs(HA3-HA4),log(abs(HA3-HA4))
0,3.502063675927477,1.741392652721111,3.0697597881492857,3.2614101312366572,0.7854450731146508,0.00726124961870108,0.12246785796174255,0.04892955082855488,298,0.2541618181408041,0.24177899758189458,0.340902574330362,0.2665446386997135,1.0746742830243472,3.2145760998619717,c7dadaffb9e0aec00a51ab33ed30070b,,,,
1,3.502063675927477,1.741392652721111,3.0697597881492857,3.2614101312366572,0.7854450731146508,0.00726124961870108,0.12246785796174255,0.04892955082855488,78,0.302662831994995,0.27730649680971836,0.3400084507657499,0.3280191671802716,0.6096605343814282,4.293837495435734,778be6071ee694a6c3b6cea08d1d87ba,,,,
2,3.502063675927477,1.741392652721111,3.0697597881492857,3.2614101312366572,0.7854450731146508,0.00726124961870108,0.12246785796174255,0.04892955082855488,10,0.42941368650429157,0.2741935497240112,0.33781633537193834,0.3278066831910996,0.5852178226600128,4.185968841069276,eb4d3a66fd126f6da237fb195085461b,0.00843082899524017,-4.775860173103404,1.024705017125001,0.02440478300067833
3,3.5067755099623437,1.6356951689390495,3.1472778737407032,3.5199066804865886,0.7532931450931186,0.0047507819048933,0.18924128362642478,0.13751142807724795,298,0.24583487295367884,0.2661464270889632,0.27385526999500376,0.22552331881839446,1.0704794899606318,3.214704693030243,960413b5b0d63269956d44b5549150f3,,,,
4,3.5067755099623437,1.6356951689390495,3.1472778737407032,3.5199066804865886,0.7532931450931186,0.0047507819048933,0.18924128362642478,0.13751142807724795,78,0.2210661181618428,0.2305041647177934,0.23360062151270722,0.2116280716058922,0.29093539759651366,3.0399043562969874,70a7eec61d950740e477f9e534ce164a,,,,
5,3.5067755099623437,1.6356951689390495,3.1472778737407032,3.5199066804865886,0.7532931450931186,0.0047507819048933,0.18924128362642478,0.13751142807724795,10,0.2750402124707216,0.25657933367829894,0.25534858917499825,0.238663218219442,0.3084413040273705,3.4532077170622175,33ab5813983e036b7352842b10e0152b,0.0004101058039500671,-7.799095373142468,0.008954358888018987,-4.715614838660032
6,3.511769168579898,1.5125546590198866,3.083747488748845,3.314951724100692,0.6761737154843047,0.011232944853056002,0.02685565961125476,0.129347514799355,298,0.24090816114174796,0.23184169359581638,0.3025416289233538,0.2499746286876795,1.0699127260936543,2.506212864687419,1ef8dcb8648c3f078caf186a4edba936,,,,
7,3.511769168579898,1.5125546590198866,3.083747488748845,3.314951724100692,0.6761737154843047,0.011232944853056002,0.02685565961125476,0.129347514799355,78,0.2577374549834924,0.21839254476181347,0.27828175544388656,0.2970823652051713,0.8180424493746438,3.2300516716794117,2103bc09b5ff9e0653b8cf63576cdcf7,,,,
8,3.511769168579898,1.5125546590198866,3.083747488748845,3.314951724100692,0.6761737154843047,0.011232944853056002,0.02685565961125476,0.129347514799355,10,0.3687133493491372,0.19539777825546967,0.26151924606876986,0.29023037714125693,0.5388570884548914,2.98526908505308,4225de7b115078eae748cb98520222be,0.016213022384740094,-4.12194050874902,2.273702285886003,0.8214094658629981
9,3.5147461171691385,1.9553534471733394,3.6696113915885267,2.9590085798881582,0.28360475838963795,0.004820381184346239,0.14839374040533976,0.29916709030230415,298,0.2341225860079377,0.2728959014278774,0.2832899938448867,0.195349270587998,1.0668986109104202,2.5110429569658432,d3db8aadcde217145fc7f363dd05e9d4,,,,
